Ticker,Name,Exchange,categoryName,categoryNr
PLUN.DE,Plug Power Inc.,GER,Diversified Electronics,836
DJIFF,Dajin Resources Corp.,PNK,None,0
CLUB,Town Sports International Holdings Inc.,NGM,Sporting Activities,715
FOX,"Twenty-First Century Fox, Inc.",NMS,None,0
NOT.V,Noront Resources Ltd.,VAN,Industrial Metals & Minerals,133
FOE,Ferro Corporation,NYQ,Specialty Chemicals,113
FOF,Cohen & Steers Closed-End Oppor,NYQ,None,0
JFBI,None,NGM,None,0
JFBC,Jeffersonville Bancorp,PNK,Regional - Northeast Banks,411
CPIX,"Cumberland Pharmaceuticals, Inc.",NMS,Drug Manufacturers - Other,511
ADVS,"Advent Software, Inc.",NMS,None,0
CFL.V,CERF Incorporated,VAN,Rental & Leasing Services,761
TNX.TO,Tanzanian Royalty Exploration Corp.,TOR,Gold,134
CWYCY,China Railway Construction Corporation Limited,PNK,None,0
YEC.SG,YASKAWA ELECTRIC,STU,Diversified Electronics,836
JAM1.F,GROWPROS CANN VNTS,FRA,None,0
SIG.L,Signet Jewelers Limited,LSE,Jewelry Stores,742
QBE.BE,QBE INSUR.GROUP,BER,Property & Casualty Insurance,432
UEX.TO,UEX Corp.,TOR,Industrial Metals & Minerals,133
APLN.JK,Agung Podomoro Land Tbk.,JKT,None,0
720827.TWO,YUANTA SECURITIES C/W 23/03/16(,TWO,None,0
5OS.SI,$ Jubilee Ind,SES,None,0
MLCG,"ML Capital Group, Inc.",OBB,"Tobacco Products, Other",351
PZZI,None,NCM,None,0
DCC.L,DCC plc,LSE,Oil & Gas Refining & Marketing,122
7111.KL,Weida (M) Bhd.,KLS,None,0
PZZA,Papa John's International Inc.,NMS,Specialty Eateries,713
TKHVY,Türk Hava Yollari Anonim Ortakligi,PNK,None,0
TKHVF,Türk Hava Yollari Anonim Ortakligi,PNK,None,0
N9VA.HM,KIDS BRANDS HO,HAM,None,0
I2X1.F,ICG,FRA,None,0
72175P.TWO,JIH SUN SECURITIES P/W 24/02/16,TWO,None,0
FRE.DE,Fresenius SE & Co KGaA,GER,Hospitals,524
SHGCF,Shoreline Energy Corp.,PNK,None,0
ABDR,Ambassador Food Services Corp.,PNK,None,0
HRT.TO,Harte Gold Corp.,TOR,Medical Appliances & Equipment,521
07K.SG,KRAKATAU STEEL -B-,STU,None,0
ABDC,Alcentra Capital Corporation,NMS,None,0
COMM,"CommScope Holding Company, Inc.",NMS,Communication Equipment,841
YG4.MU,LINAS AGRO GROUP,MUN,None,0
SECT-B.ST,Sectra Aktiebolag (publ),STO,Medical Appliances & Equipment,521
JIX.MU,JIANGXI COPPER -H-,MUN,Industrial Metals & Minerals,133
SNHLF,SAMSON HOLDING LIMIT,PNK,None,0
ZYB.SG,HAIKE CHEMICAL,STU,None,0
2331.HK,Li Ning Company Limited,HKG,Textile - Apparel Clothing,320
AGU.TO,Agrium Inc.,TOR,Agricultural Chemicals,112
MPO.L,Macau Property Opportunities Fund,LSE,Real Estate Development,449
17D.F,ARCADIA BIOSCIENCES,FRA,None,0
EMQ.F,EMQTEC,FRA,Rubber & Plastics,322
WYMRF,None,OBB,None,0
ISN.AX,iSonea Limited,ASX,None,0
QL3.SI,IS ASIA HYG S$D,SES,None,0
IEEC,India Ecommerce Corporation,PNK,Internet Service Providers,850
SQBK,"Square 1 Financial, Inc.",NMS,Money Center Banks,410
NUOT,"Nuo Therapeutics, Inc.",PNK,None,0
FHCO,The Female Health Company,NCM,Personal Products,323
SQBG,"Sequential Brands Group, Inc.",NCM,Textile - Apparel Clothing,320
ALCJ.PA,"Crossject Société Anonyme
",PAR,Medical Instruments & Supplies,520
JIXAY,Jiangxi Copper Company Limited,PNK,None,0
XAU.V,GoldMoney Inc.,VAN,None,0
SSNPF,SAMSON OIL & GAS,PNK,None,0
087579.TW,YUANTA SECURITIES CO.LTD C/W 27,TAI,None,0
719612.TWO,JIH SUN SECURITIES C/W 05/01/16,TWO,None,0
JIN.AX,Jumbo Interactive Limited,ASX,None,0
AIF.TO,Altus Group Limited,TOR,Property Management,448
DXS.AX,Dexus Property Group,ASX,REIT - Diversified,440
XGEN,NexGen Holdings Corp.,PNK,None,0
PINXY,The People's Insurance Company (Group) of China Limited,PNK,None,0
YHO.DU,YAHOO,DUS,Internet Information Providers,851
BAC.MU,VERIZON COMM ,MUN,Wireless Communications,840
TAP-A,Molson Coors Brewing Company,NYQ,None,0
CREDENCE.BO,CREDENCE SOUND & VISION LTD.,BSE,None,0
B2X.SI,China Yuanbang Property Holdings Limited,SES,Real Estate Development,449
GOOXF,Givot Olam Oil Exploration LP (1993),PNK,None,0
YHO.DE,Yahoo! Inc.,GER,Internet Information Providers,851
GASNY,Gas Natural SDG SA,PNK,None,0
018120.KQ,"Jinro Distillers Co., Ltd.",KOE,None,0
WT4.SG,Wing Tai Holdings Limited,STU,None,0
LDM.V,Lago Dourado Minerals Ltd.,VAN,Industrial Metals & Minerals,133
WEK.MU,ZIOPHARM ONCOLOGY,MUN,Biotechnology,515
SPDL,"Spindle, Inc.",PNK,Diversified Investments,423
SODA,SodaStream International Ltd.,NMS,Beverages - Soft Drinks,348
SPDC,"Speed Commerce, Inc.",NGM,Computers Wholesale,755
SPDE,Speedus Corp.,PNK,None,0
SODI,"Solitron Devices, Inc.",PNK,Semiconductor Equipment & Materials,834
Q-P.V,None,VAN,None,0
DSCY,Discovery Oil Ltd.,PNK,None,0
3046-OL.HK,VALUE CHINA ETF,HKG,None,0
AGTMF,ARGENTIUM RES INC,PNK,None,0
DSCR,Discovery Minerals Ltd.,PNK,None,0
DSCO,Discovery Laboratories Inc.,NCM,Biotechnology,515
NOCIL.NS,NOCIL Limited,NSI,Chemicals - Major Diversified,110
OCY.OL,Ocean Yield AS,OSL,Shipping,775
DSCI,Derma Sciences Inc.,NCM,Medical Instruments & Supplies,520
BRYN.SG,BERKSHIRE HATHAWY-B,STU,None,0
ISLT,"Islet Sciences, Inc.",PNK,Biotechnology,515
MSF.DE,Microsoft Corporation,GER,Business Software & Services,826
TOA.F,TOSHIBA MACHINE CO,FRA,Diversified Machinery,622
FSS,Federal Signal Corp.,NYQ,Pollution & Treatment Controls,623
NOEJ.DE,NORMA Group SE,GER,Metal Fabrication,626
NBNK.L,NBNK Investments PLC,LSE,Conglomerates,210
NCBS,Nicolet Bankshares Inc.,OBB,Money Center Banks,410
ISLE,"Isle of Capri Casinos, Inc.",NMS,Resorts & Casinos,711
MSF.DU,MICROSOFT,DUS,Business Software & Services,826
MMK.MU,RELIA,MUN,Business Services,760
PTSRF,Partners Real Estate Investment Trust,PNK,None,0
SKC2.F,STANDARD BANK GRP,FRA,Money Center Banks,410
NRDC.CO,Nordicom A/S,CPH,Real Estate Development,449
6CB.F,CHINA CORD BL,FRA,Personal Services,762
TBK.F,PHILIP MORRIS REG,FRA,None,0
EFII,"Electronics for Imaging, Inc.",NMS,Computer Peripherals,815
EFIN,Eastern Michigan Financial Corporation,PNK,None,0
TT.TO,Terra Energy Corp.,TOR,Independent Oil & Gas,121
SBOTF,"Stellar Biotechnologies, Inc.",PNK,None,0
ZKBHF,ZKB Gold ETF,PNK,None,0
AFE1V.HE,Affecto Oyj,HEL,None,0
MSKY.JK,MNC Sky Vision Tbk.,JKT,None,0
DCAQP,None,PNK,None,0
MSBHF,Mitsubishi Corporation,PNK,None,0
OPWR,"OPOWER, Inc.",NYQ,Application Software,821
WSCC,Waterside Capital Corporation,PNK,None,0
RRM,RR Media Ltd.,NMS,Diversified Communication Services,846
RRL.L,Range Resources Limited,LSE,Independent Oil & Gas,121
RRD,R.R. Donnelley & Sons Company,NMS,Business Services,760
RRC,Range Resources Corporation,NYQ,Independent Oil & Gas,121
PCTN.L,PICTON PRP INCOME,LSE,None,0
RRL.V,Relentless Resources Ltd,VAN,Major Integrated Oil & Gas,120
TEV.DU,TEVAPHARMIND SP ADR,DUS,Drugs - Generic,512
SMXMF,Samex Mining Corp.,PNK,None,0
QVCA,Liberty Interactive Corporation,NMS,Catalog & Mail Order Houses,739
KRLTF,Karnalyte Resources Inc.,PNK,None,0
PWE.TO,Azarga Uranium Corp.,TOR,Industrial Metals & Minerals,133
BCOM,B Communications Ltd,NMS,Diversified Communication Services,846
SZCD.L,Suez Cement Company SAE,IOB,General Building Materials,634
AGFDF,AGA FOODSERVICE GRP,PNK,None,0
BCOV,Brightcove Inc.,NMS,Application Software,821
XNH.F,XANTHUS HLG,FRA,None,0
BCOR,"Blucora, Inc.",NMS,Internet Information Providers,851
IPHB.BE,IMPALA PLAT HDGS,BER,Industrial Metals & Minerals,133
OGCP,"Empire State Realty OP, L.P.",PCX,None,0
BIDU,"Baidu, Inc.",NMS,Internet Information Providers,851
CARSO,CAPITAL AUTO PFD B,PNK,None,0
CARSP,CAP AUTO REIT PFD A,PNK,None,0
9957.TWO,YUSCO,TWO,None,0
9EA.SG,OFFSETTERS CLIM SOL,STU,Pollution & Treatment Controls,623
QAA.DU,QUANTA SERVICES,DUS,General Contractors,636
NOW.V,Asia Now Resources Corp.,VAN,Industrial Metals & Minerals,133
LIQD,"Liquid Holdings Group, Inc.",NCM,Application Software,821
AKY.MU,PROMOTORA OPER,MUN,None,0
KUMBF,Kumba Iron Ore Ltd.,PNK,None,0
LIQT,"LiqTech International, Inc.",ASE,Pollution & Treatment Controls,623
LDOS,"Leidos Holdings, Inc.",NYQ,Information & Delivery Services,827
USHERAGRO.NS,Usher Agro Limited,NSI,Farm Products,341
MGAM.L,MORGAN ADV,LSE,None,0
IMF.AX,IMF Bentham Limited,ASX,Credit Services,424
HUDRF,Hudson Resources Inc.,PNK,None,0
OREA.HM,ORBITAL CORPORATION,HAM,None,0
KIMBERA.MX,Kimberly - Clark de Mexico S.A.B. de C.V.,MEX,Personal Products,323
8648@OM.KL,JASA KITA BHD,KLS,None,0
ALV.MI,Allianz SE,MIL,Property & Casualty Insurance,432
FPF,First Trust Intermediate Durati,NYQ,None,0
ZUARI.BO,ZUARI AGRO CHEMICALS LTD.,BSE,None,0
LWE.BE,LOWE'S COM,BER,Home Improvement Stores,736
FPL,First Trust New Opportunities M,NYQ,None,0
FPO,First Potomac Realty Trust,NYQ,REIT - Office,441
FPI,Farmland Partners Inc.,NYQ,REIT - Diversified,440
FPT,Federated Premier Intermediate Municipal Income Fund,NYQ,Closed-End Fund - Debt,425
FPP,Fieldpoint Petroleum Corp.,ASE,Independent Oil & Gas,121
VIA.AX,VIAGOLD FPO 1C,ASX,None,0
MAXX,MAXXAM Inc.,PNK,None,0
OBAF,None,NCM,None,0
YGDC,None,PNK,None,0
MUM.AX,Mount Magnet South NL,ASX,Industrial Metals & Minerals,133
7066@BN.KL,YONG TAI BHD,KLS,None,0
KGM.AX,KalNorth Gold Mines Limited,ASX,Gold,134
CFED,"Confederate Motors, Inc",PNK,None,0
MAXC,None,PNK,None,0
DSEEY,Daiwa Securities Group Inc.,PNK,None,0
MAXD,Max Sound Corporation,OBB,None,0
MAXE,"Maxwell Resources, Inc.",PNK,Industrial Metals & Minerals,133
JBHT,JB Hunt Transport Services Inc.,NMS,Trucking,774
CIDHY,China Agri-Industries Holdings Limited,PNK,None,0
TBLMY,Tiger Brands Limited,PNK,None,0
MGNX,"MacroGenics, Inc.",NMS,Biotechnology,515
JBFINDBBPH.BO,JBFIND*,BSE,None,0
TAT,TransAtlantic Petroleum Ltd.,ASE,Oil & Gas Drilling & Exploration,123
TAP,Molson Coors Brewing Company,NYQ,Beverages - Brewers,346
TAS,Tasman Metals Ltd.,ASE,Industrial Metals & Minerals,133
AVAV,"AeroVironment, Inc.",NMS,Aerospace/Defense Products & Services,611
TAX,"Liberty Tax, Inc.",NMS,Personal Services,762
MVE-H.V,MARCHWELL VENTURES LTD,VAN,None,0
SHGXY,Shenguan Holdings (Group) Ltd.,PNK,None,0
AVAL,Grupo Aval Acciones Y Valores S.A.,NYQ,None,0
WCE.SG,CECO ENVIRONMENTAL,STU,Pollution & Treatment Controls,623
TAL,"TAL International Group, Inc.",NYQ,Rental & Leasing Services,761
MYEC,"MyECheck, Inc.",PNK,Consumer Services,763
TAI,Transamerica Income Shares Inc.,NYQ,Closed-End Fund - Debt,425
VIAAY,Flughafen Wien AG,PNK,None,0
SAC.L,SacOil Holdings Limited,LSE,None,0
QUAL.AT,Quality & Reliability A.B.E.E,ATH,Wireless Communications,840
FTNI.L,Foresight VCT 2 Infrastructure Ord,LSE,None,0
RSI.TO,Rogers Sugar Inc.,TOR,Confectioners,345
LUX.BE,LUXOTTCA GRP SP ADR,BER,None,0
COVR,Cover-All Technologies Inc.,ASE,None,0
COVS,Covisint Corporation,NMS,Application Software,821
KLGLF,"KULA GOLD LTD, SYDNE",PNK,None,0
CTCT,"Constant Contact, Inc.",NMS,Marketing Services,721
TEI.TO,Toscana Energy Income Corporation,TOR,None,0
RKFORGE.NS,Ramkrishna Forgings Limited,NSI,Industrial Equipment Wholesale,752
CTCM,"CTC Media, Inc",NMS,Broadcasting - TV,723
OGT.L,INT OIL GAS USD-ACC,LSE,None,0
EWG.L,EURO WEALTH GR,LSE,None,0
XPOM11.SA,Fundo Invest part Infra XP Omega I - Cotas Fund,SAO,None,0
RKN.TO,Redknee Solutions Inc.,TOR,Technical & System Software,822
CG3.HM,CELGENE CORP,HAM,None,0
RYFL,Royal Financial Inc.,OBB,Savings & Loans,419
RTBC,Rotoblock Corp.,PNK,Industrial Electrical Equipment,627
UNVR.JK,Unilever Indonesia Tbk.,JKT,None,0
CZASF,CHINA ZHENGTONG AUTO,PNK,None,0
LR.MI,Landi Renzo S.p.A.,MIL,Auto Parts,333
GNVN,Geneva Financial Corp.,PNK,None,0
HCP,"HCP, Inc.",NYQ,REIT - Healthcare Facilities,442
ANZBY,Australia & New Zealand Banking Group Limited,PNK,None,0
ZLNDY,Zalando SE,PNK,None,0
SHRS.L,Shires Income Ord,LSE,Asset Management,422
HCC,HCC Insurance Holdings Inc.,NYQ,Property & Casualty Insurance,432
CIHN,None,PNK,None,0
HCA,"HCA Holdings, Inc.",NYQ,Hospitals,524
HCJ,"HCI Group, Inc.",NYQ,None,0
HCI,"HCI Group, Inc.",NYQ,Property & Casualty Insurance,432
HCN,Welltower Inc.,NYQ,REIT - Healthcare Facilities,442
TVBCF,Television Broadcasts Limited,PNK,None,0
SGF.BK,SIAM GENERAL FACTORING,SET,None,0
HYPE3.SA,Hypermarcas S.A.,SAO,None,0
YTY.V,Wi2Wi Corporation,VAN,Communication Equipment,841
TVBCY,Television Broadcasts Limited,PNK,None,0
JPPOWER.NS,Jaiprakash Power Ventures Limited,NSI,Diversified Utilities,913
KUMARWI.BO,Kumar Wire Cloth Manufacturing Co. Ltd.,BSE,Textile - Apparel Clothing,320
W,Wayfair Inc.,NYQ,Catalog & Mail Order Houses,739
STAGR.PA,Ares Allergy Holdings plc,PAR,None,0
G60A.SG,CHINA GERUI ADVANCD,STU,None,0
WYNMF,Wynn Macau Ltd.,PNK,None,0
ORDS.QA,Ooredoo Q.S.C.,DOH,None,0
P7C.BE,WEIFA,BER,Drugs - Generic,512
WYNMY,Wynn Macau Ltd.,PNK,None,0
IDTI,"Integrated Device Technology, Inc.",NMS,Semiconductor - Broad Line,830
NNH.ST,New Nordic Health Brands AB (publ),STO,Drugs - Generic,512
RSUL4F.SA,RIOSULENSE  PN,SAO,None,0
SOGFF,Strategic Oil & Gas Ltd.,PNK,None,0
086566.TW,KGI SECURITIES C/W 06/08/15(UTD,TAI,None,0
SFRK,"Security First Bank (Fresno, CA)",PNK,None,0
CYD.V,Cayden Resources Inc.,VAN,None,0
FBCP,Founders Bancorp,PNK,Regional - Pacific Banks,416
SFRX,Seafarer Exploration Corp.,PNK,Business Services,760
FOMX,Foamix Pharmaceuticals Ltd.,NGM,Biotechnology,515
CYD.F,CHINA YUCHAI INTL,FRA,Diversified Machinery,622
7KT.BE,KTG AGRAR,BER,Food - Major Diversified,340
VSC.SG,4SC,STU,Biotechnology,515
SANJF,SANKEN ELECTRIC ORD,PNK,None,0
SKLT.JK,Sekar Laut Tbk.,JKT,None,0
TK.V,Tinka Resources Ltd.,VAN,Industrial Metals & Minerals,133
MCL.BE,SOTHERLY HOTELS,BER,None,0
RQX.DE,Verianos Real Estate AG,GER,Property Management,448
Z1L.SG,LEROY SEAFOOD ,STU,Food - Major Diversified,340
WAT.AX,Waterco Limited,ASX,Electronic Equipment,314
1333.HK,China Zhongwang Holdings Limited,HKG,Aluminum,132
MW7.F,MEIDENSHA,FRA,Diversified Machinery,622
OREGE.PA,OREGE,PAR,None,0
AFLYY,Air France-KLM SA,PNK,None,0
FLEX,Flextronics International Ltd.,NMS,Printed Circuit Boards,835
HEIO.AS,HEINEKEN HOLDING,AMS,None,0
BMMCF,Kbridge Energy Corp.,PNK,Conglomerates,210
2CF.BE,CHEFS' WAREHOUSE,BER,None,0
CPHVF,CENTROTHERM PHOTOV,PNK,None,0
BTI,British American Tobacco p.l.c.,ASE,Cigarettes,350
BTH,"Blyth, Inc.",NYQ,Personal Products,323
YLEPS.HE,Yleiselektroniikka Oyj,HEL,None,0
SAOA.BE,SASOL,BER,Major Integrated Oil & Gas,120
SGRE.L,SCHR GLB RE EST GBP,LSE,None,0
EDF.PA,Electricite de France SA,PAR,Diversified Utilities,913
XBIO.OB,None,OBB,None,0
ZEH.SW,ZEHNDER GRP,EBS,None,0
H13.SI,Ho Bee Land Limited,SES,Property Management,448
GFAMSAA.MX,Grupo Famsa S.A.B. de C.V.,MEX,Department Stores,731
BAR.TO,Balmoral Resources Ltd,TOR,None,0
LMCK,Liberty Media Corporation,NMS,None,0
8296.HK,Sino-Life Group Limited,HKG,Personal Services,762
PNLYY,PostNL N.V.,PNK,None,0
9962.TWO,YEOU YIH STEEL CO TWD10,TWO,None,0
ME5A.BE,METHODE ELECTRONICS,BER,Diversified Electronics,836
IMC.AX,Immuron Limited,ASX,Biotechnology,515
TVTA.MU,THAI VGTBLE OIL -F-,MUN,None,0
SCVL,Shoe Carnival Inc.,NMS,Apparel Stores,730
SCVM,Scivanta Medical Corporation,PNK,Medical Appliances & Equipment,521
YGRAD,None,PNK,None,0
SCVE,None,PNK,None,0
YGRAF,Yangarra Resources Ltd.,PNK,None,0
TBT.F,TOKUYAMA,FRA,Specialty Chemicals,113
NSE.MU,NOMURA HLDG,MUN,Investment Brokerage - National,420
PRXL,PAREXEL International Corporation,NMS,Medical Laboratories & Research,525
PRXM,Proxim Wireless Corporation,PNK,Wireless Communications,840
PRXI,Premier Exhibitions Inc.,NCM,General Entertainment,716
GDDY,GoDaddy Inc.,NYQ,Internet Software & Services,852
PRXG,Pernix Group Inc,PNK,General Contractors,636
XYD.F,MINCO SILVER,FRA,Silver,135
YZA.F,ARYZTA N,FRA,Food - Major Diversified,340
LLPD.L,9.75 LLOYDS NCIP,LSE,None,0
PWEB.OB,None,OBB,None,0
NXI.DE,Activa Resources AG,GER,Independent Oil & Gas,121
E5H.SI,Golden Agri-Resources Ltd,SES,Farm Products,341
NAGDRUG.BO,NAGARJUNA DRUGS LTD.,BSE,None,0
1836.HK,Stella International Holdings Ltd.,HKG,Textile - Apparel Footwear & Accessories,321
VLOUF,Vallourec SA,PNK,None,0
LNCE,"Snyder's-Lance, Inc.",NMS,Processed & Packaged Goods,342
LNCO,"Linn Co, LLC",NMS,Independent Oil & Gas,121
UTI,"Universal Technical Institute, Inc.",NYQ,Education & Training Services,766
AJM.F,ANALOGIC,FRA,None,0
CSW-B.TO,CORBY SPIRIT AND WINE LTD CLASS,TOR,None,0
VBIND.BO,V B INDUSTRIES LIMITED,BSE,None,0
ZANDUREAL.NS,Zandu Realty Limited,NSI,Real Estate Development,449
NASV,"National Automation Services, Inc.",PNK,None,0
GDWNF,GONDWANA RESOURCES O,PNK,None,0
NRTNF,The Intertain Group Limited,PNK,None,0
NASB,"NASB Financial, Inc.",PNK,Savings & Loans,419
QEGY,"Quantum Energy, Inc.",PNK,Independent Oil & Gas,121
TEL2-B.ST,Tele2 AB (publ),STO,Wireless Communications,840
YPCZO.BA,YPF SA 2% NTS 10/03/2017 USD1,BUE,None,0
PCNT,"Point of Care Nano-Technology, Inc.",PNK,None,0
MYTHF,Mytilineos Holdings S.A.,PNK,None,0
MLLUY,METALLURGICAL CORP,PNK,None,0
DLNG-PA,Dynagas LNG Partners LP 9.00% S,NYQ,None,0
WFM.MU,WHOLE FOODS MARKET,MUN,Grocery Stores,734
TOMA.BE,TOYOTA MOTOR SP ADR,BER,Auto Manufacturers - Major,330
ORGE.IS,Orge Enerji Elektrik Taahhut A.S.,IST,None,0
204650.KQ,"KTB Special Purpose Acquisition Company 1 Co., Ltd.",KOE,None,0
OEL.AX,Otto Energy Limited,ASX,Independent Oil & Gas,121
WPX,"WPX Energy, Inc.",NYQ,Independent Oil & Gas,121
GDOCF,"Golden Ocean Group Limited, Prior to Merger with Knightsbridge Shipping Limited",PNK,None,0
WPT,"World Point Terminals, LP",NYQ,Oil & Gas Pipelines,125
WPP,Wausau Paper Corp.,NYQ,Paper & Paper Products,324
ONCI,"On4 Communications, Inc.",PNK,None,0
42W.BE,WEIR GROUP,BER,Diversified Machinery,622
GDOCY,"Golden Ocean Group Limited, Prior to Merger with Knightsbridge Shipping Limited",PNK,None,0
IRG,"Ignite Restaurant Group, Inc.",NMS,Restaurants,712
YHOO.BA,Yahoo! Inc.,BUE,Internet Information Providers,851
WPC,W. P. Carey Inc.,NYQ,REIT - Diversified,440
0193.HK,Capital Estate Limited,HKG,Property Management,448
XL,XL Group plc,NYQ,Property & Casualty Insurance,432
NXTYQ,Nexity Financial Corporation,PNK,None,0
BCHN.MX,CHILE SP.ADR,MEX,None,0
LVMUY,LVMH Moët Hennessy Louis Vuitton SA,PNK,None,0
ALAI.L,AB LTN AMER INC GBP,LSE,None,0
FAHLF,First Asia Holdings Limited,PNK,None,0
VWSA.BE,VESTAS WIND UNSPADR,BER,Diversified Machinery,622
1883.HK,CITIC Telecom International Holdings Limited,HKG,Wireless Communications,840
4JF.F,JUPITER,FRA,None,0
000145.KS,"HITEJINROHOLDINGS Co., Ltd.",KSC,None,0
EACR,Earn-A-Car Inc.,PNK,None,0
0425.HK,Minth Group Ltd.,HKG,Auto Parts,333
EACO,EACO Corporation,PNK,None,0
ETAH,"Eternity Healthcare, Inc.",PNK,None,0
ETAK,Elephant Talk Communications Corp.,ASE,Long Distance Carriers,843
CJEA.F,CN WAH YAN HEALTHCA,FRA,None,0
PSA-PZ,Public Storage Dep Shs Represen,NYQ,None,0
PSA-PY,Public Storage Dep Shs Repstg 1,NYQ,None,0
PSA-PX,Public Storage Depositary Share,NYQ,None,0
GVHIB,"Global Vision Holdings, Inc.",PNK,Asset Management,422
PSA-PP,Public Storage DEPOSITARY SHS R,NYQ,None,0
PSA-PW,Public Storage Depositary Share,NYQ,None,0
PSA-PV,Public Storage Dep Shs Repstg 1,NYQ,None,0
PSA-PU,Public Storage Depositary Share,NYQ,None,0
PSA-PT,Public Storage Depository Share,NYQ,None,0
ECRTF,Colombia Crest Gold Corp.,PNK,None,0
IMAS.JK,Indomobil Sukses Internasional ,JKT,None,0
719591.TWO,JIH SUN SECURITIES C/W 02/03/16,TWO,None,0
ALJJ,"ALJ Regional Holdings, Inc.",PNK,None,0
RITPF,RIT Capital Partners plc,PNK,None,0
HXL,Hexcel Corp.,NYQ,Aerospace/Defense Products & Services,611
8C4.F,CYBERDYNE,FRA,None,0
QMG.TO,Questrade Russell US Mid Gr Idx ETF CADH,TOR,None,0
DXA.V,Doxa Energy Ltd.,VAN,Independent Oil & Gas,121
FOJCY,Fortum Oyj,PNK,None,0
FOJCF,Fortum Oyj,PNK,None,0
EBA.HM,EBAY,HAM,None,0
NSFC,Northern States Financial Corporation,PNK,Regional - Midwest Banks,414
ERNID,One Step Vending Corp.,PNK,None,0
AKX.SG,ANSYS,STU,Technical & System Software,822
NW9.F,NAIKUN WIND ENERGY,FRA,Diversified Utilities,913
X64.SI,STAR Pharmaceutical Limited,SES,Drug Manufacturers - Major,510
RCF.AX,REDCLIFFE FPO 1KINA,ASX,None,0
HBI,Hanesbrands Inc.,NYQ,Textile - Apparel Clothing,320
VERTEX.BO,Vertex Securities Limited,BSE,Investment Brokerage - National,420
NAD,Nuveen Dividend Advantage Municipal Fund,NYQ,Diversified Investments,423
WHCA,"Williston Holding Company, Inc.",PNK,None,0
NTCEF,Brisio Innovations Inc.,PNK,None,0
04441P.TW,YUANTA SECURITIES CO.LTD P/W 27,TAI,None,0
AUPH,Aurinia Pharmaceuticals Inc.,NGM,None,0
KBCAF,KBC Advanced Technologies plc,PNK,None,0
MWE.TO,Mawson West Ltd.,TOR,Industrial Metals & Minerals,133
HVEL,"NanoTech Gaming, Inc.",PNK,None,0
ZENTEC.NS,Zen Technologies Ltd.,NSI,None,0
NEOEF,Neon Energy Limited,PNK,None,0
GTR.SG,GOODYEAR T & RUBBER,STU,Rubber & Plastics,322
PPRUY,Kering SA,PNK,None,0
3709.HK,Koradior Holdings Limited,HKG,None,0
RDNT,"RadNet, Inc.",NGM,Medical Laboratories & Research,525
AVF.PA,Advenis SA,PAR,Investment Brokerage - National,420
T98.F,WRIGHT MEDICAL GR,FRA,None,0
ZIXI,Zix Corporation,NMS,Application Software,821
LGCEY,LG CHEM NEW 144A ADR,PNK,None,0
TCM.AX,Tiaro Coal Ltd.,ASX,None,0
4NS.SG,NETSUITE,STU,None,0
PNPL,Pineapple Express Inc.,PNK,None,0
C3F.F,CHINA PRE METAL,FRA,Gold,134
WSSXF,HAGUE & LONDON OIL PLC,PNK,None,0
CODGF,Compagnie de Saint-Gobain S.A.,PNK,None,0
SKX,"Skechers U.S.A., Inc.",NYQ,Textile - Apparel Footwear & Accessories,321
TROIF,Tri Origin Exploration Ltd.,PNK,None,0
JEG.DU,JACOBS ENGIN GROUP,DUS,General Contractors,636
HITS.JK,Humpuss Intermoda Transportasi ,JKT,None,0
SKM,SK Telecom Co. Ltd.,NYQ,Wireless Communications,840
GWR.TO,GWR Global Water Resources Corp.,TOR,Water Utilities,914
ACGL,Arch Capital Group Ltd.,NMS,Property & Casualty Insurance,432
TYI.HM,TYCO INTERNAT,HAM,None,0
GES,Guess' Inc.,NYQ,Apparel Stores,730
GER,Goldman Sachs MLP and Energy Renaissance Fund,NYQ,None,0
GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund,NYQ,None,0
720031.TWO,YUANTA SECURITIES C/W 23/02/16(,TWO,None,0
UBI.AX,Universal Biosensors Inc.,ASX,Medical Appliances & Equipment,521
Z1S.F,SELECTCORE,FRA,None,0
PCU-UN.TO,Premier Canadian Income Fund,TOR,None,0
GEB,General Electric Capital Corporation,NYQ,None,0
3035-OL.HK,X DBMSCIEMASIA,HKG,None,0
GEF,"Greif, Inc.",NYQ,Packaging & Containers,325
PURI.L,PuriCore Plc,LSE,Pollution & Treatment Controls,623
GEK,General Electric Capital Corporation,NYQ,None,0
OLH.AX,Oldfields Holdings Limited,ASX,General Building Materials,634
GEH,General Electric Capital Corporation,NYQ,None,0
GEO,"The GEO Group, Inc.",NYQ,REIT - Healthcare Facilities,442
PAO.V,Pan African Oil Ltd.,VAN,None,0
GEL,Genesis Energy LP,NYQ,Oil & Gas Pipelines,125
JGH,Nuveen Global High Income Fund ,NYQ,None,0
INPH,Interphase Corp.,NCM,Computer Peripherals,815
ZCH.BE,CHINA TELECOM -H-,BER,Wireless Communications,840
FEFN,None,NMS,None,0
SO4.F,SONIC,FRA,Restaurants,712
OLMIF,Olam International Limited,PNK,None,0
KAMN,Kaman Corporation,NYQ,Aerospace/Defense Products & Services,611
SGLMF,Starhill Global REIT,PNK,None,0
0050.HK,Hong Kong Ferry Holdings Co. Ltd.,HKG,Real Estate Development,449
